nr_participants,nr_participants_excluded,nr_participants_included,hyp1PosteriorMean,hyp1PosteriorHypothesis,hyp1HDILow,hyp1HDIHigh,hyp1LOODiff,hyp1LOOSE,hyp1LOOPValue,hyp2PosteriorMean,hyp2PosteriorHypothesis,hyp2HDILow,hyp2HDIHigh,hyp2LOODiff,hyp2LOOSE,hyp2LOOPValue,hyp3BFvsBFBetaLOODiff,hyp3BFvsBFBetaLOOSE,hyp3BFvsBFBetaPValue,expHyp2ERLOODiff,expHyp2ERLOOSE,expHyp2KLLOODiff,expHyp2KLLOOSE,expHyp2BFLOODiff,expHyp2BFLOOSE,explHyp3LOODiff,explHyp3LOOSE,explHyp3PValue
279,59,220,2.952,1,2.342,3.559,349.047,23.892,0,0.315,1,0.218,0.416,52.758,11.116,0,171.016,35.844,0,66.905,11.429,114.59,14.734,64.887,10.381,43.215,9.705,0
