nr_participants,nr_participants_excluded,nr_participants_included,hyp1PosteriorMean,hyp1PosteriorHypothesis,hyp1HDILow,hyp1HDIHigh,hyp1LOODiff,hyp1LOOSE,hyp1LOOPValue,hyp2PosteriorMean,hyp2PosteriorHypothesis,hyp2HDILow,hyp2HDIHigh,hyp2LOODiff,hyp2LOOSE,hyp2LOOPValue,hyp3BFvsBFBetaLOODiff,hyp3BFvsBFBetaLOOSE,hyp3BFvsBFBetaPValue,expHyp2ERLOODiff,expHyp2ERLOOSE,expHyp2KLLOODiff,expHyp2KLLOOSE,expHyp2BFLOODiff,expHyp2BFLOOSE,explHyp3LOODiff,explHyp3LOOSE,explHyp3PValue
279,59,220,2.948,1,2.261,3.601,348.89,23.872,0,0.319,1,0.217,0.417,53.071,11.137,0,273.677,37.147,0,38.241,9.062,44.082,9.359,23.155,6.43,73.519,11.557,0
